gender,age,race,age_partner,attractiveness,sincerity,intelligence,funny,ambitious,shared_interests,race_partner,field_study,from,match
female,26,Caucasian American,30,sligthly_above,10,10,10,10,10,African American,English/Creative Writing/Journalism,"New York, NY",0
female,22,Caucasian American,32,sligthly_above,6,7,7,7,7,Caucasian American,Math,"Silver Spring, MD",0
male,26,Asian-American,26,sligthly_above,7,9,8,8,6,Caucasian American,Business/Econ/Finance,Baltimore,0
female,23,Caucasian American,26,average,7,7,7,7,6,Caucasian American,Social Work,NY,0
female,25,Other,27,average,7,6,6,7,4,Caucasian American,"Education, Academia",Seattle,0
male,26,Caucasian American,26,average,6,6,6,6,6,Asian-American,Biological Sciences/Chemistry/Physics,"New Hope, PA",0
female,22,Hispanic American,23,above,8,9,10,9,8,African American,"Social Science, Psychologist","Westchester, NY",0
male,25,Caucasian American,24,below,4,6,5,5,6,Caucasian American,Biological Sciences/Chemistry/Physics,Budapest,0
female,26,Hispanic American,24,sligthly_above,9,8,9,8,9,Other,Business/Econ/Finance,Chile,0
female,26,Caucasian American,32,average,7,6,7,6,5,Other,Engineering,New Jersey,0
male,28,Caucasian American,22,sligthly_above,8,8,7,9,5,Other,Business/Econ/Finance,Seattle,0
female,28,Hispanic American,26,average,9,8,7,9,8,Caucasian American,Political Science/International Affairs,Mexico,0
female,28,Caucasian American,28,above,8,9,2,7,2,Caucasian American,Political Science/International Affairs,Bulgaria,0
male,23,Caucasian American,27,sligthly_above,7,10,8,9,9,Caucasian American,Biological Sciences/Chemistry/Physics,Philadelphia,0
female,26,Asian-American,27,average,9,8,7,7,6,Asian-American,Biological Sciences/Chemistry/Physics,Maryland,0
female,26,Caucasian American,23,sligthly_above,6,6,6,5,6,Caucasian American,Engineering,New Jersey,0
male,26,Caucasian American,26,above,8,10,8,10,7,Caucasian American,Biological Sciences/Chemistry/Physics,Houston,0
male,24,Other,25,average,4,7,4,7,4,Caucasian American,Engineering,International Student,0
male,30,Other,30,average,6,7,6,6,6,Asian-American,Biological Sciences/Chemistry/Physics,new york,0
female,24,Asian-American,26,sligthly_above,8,9,7,8,8,Caucasian American,"Medical Science, Pharmaceuticals, Bio Tech",Northern Virginia,0
male,30,Caucasian American,25,below,8,9,8,10,5,Caucasian American,Business/Econ/Finance,Italy,0
male,27,Other,25,average,7,7,6,6,6,Asian-American,Engineering,"Bombay, India",0
male,26,Other,28,average,4,6,6,5,6,Caucasian American,Business/Econ/Finance,Washington DC Metro Region,0
male,23,African American,26,average,5,6,6,7,7,Asian-American,Engineering,UNCC,0
male,26,Asian-American,23,average,5,5,6,6,5,Asian-American,Business/Econ/Finance,Baltimore,0
female,28,Asian-American,24,average,8,7,5,8,2,Caucasian American,English/Creative Writing/Journalism,working,0
female,27,Asian-American,21,average,8,8,5,6,2,Caucasian American,Biological Sciences/Chemistry/Physics,China,0
female,22,Caucasian American,24,average,8,8,7,7,8,Caucasian American,English/Creative Writing/Journalism,Long Island,0
female,31,Caucasian American,28,sligthly_above,9,9,8,8,5,Caucasian American,History/Religion/Philosophy,NYC,0
female,22,Asian-American,27,average,8,6,6,6,4,Caucasian American,"Education, Academia",Taiwan,0
female,26,Caucasian American,24,sligthly_above,8,8,8,7,7,Caucasian American,English/Creative Writing/Journalism,"New York, NY",0
female,36,Caucasian American,23,below,6,8,2,5,3,Caucasian American,English/Creative Writing/Journalism,New York,0
male,34,Caucasian American,22,slightly_below,10,4,6,6,4,Caucasian American,Law,Bronx Science,0
male,26,Caucasian American,26,average,6,7,6,6,6,Caucasian American,Biological Sciences/Chemistry/Physics,"New Hope, PA",0
male,25,Caucasian American,24,sligthly_above,8,8,8,8,8,Asian-American,Engineering,NJ,0
female,26,Caucasian American,28,above,8,7,6,7,6,Caucasian American,Math,Brandeis University,0
female,24,Asian-American,28,sligthly_above,8,7,7,8,7,Caucasian American,Business/Econ/Finance,taiwan,0
male,24,Caucasian American,28,slightly_below,3,7,1,9,2,Caucasian American,Business/Econ/Finance,New Jersey,0
male,24,Asian-American,23,below,3,6,6,4,3,Asian-American,Engineering,San Diego,0
male,24,Caucasian American,30,average,4,4,5,3,7,Other,Law,Boston,0
female,22,Hispanic American,28,above,9,8,9,8,7,Caucasian American,"Social Science, Psychologist","Westchester, NY",0
male,25,Caucasian American,24,average,7,7,6,5,7,Asian-American,Biological Sciences/Chemistry/Physics,Budapest,0
female,24,Asian-American,27,average,6,9,6,7,4,Other,Biological Sciences/Chemistry/Physics,Indiana,0
female,23,Other,29,sligthly_above,8,8,8,6,8,Hispanic American,Social Work,"Boston, MA",0
female,27,Caucasian American,30,sligthly_above,8,10,1,10,2,Other,Political Science/International Affairs,colorado,0
male,30,Caucasian American,30,sligthly_above,7,7,6,5,3,Other,Political Science/International Affairs,"Burlington, Vermont",0
female,32,Caucasian American,34,below,5,6,3,5,4,Caucasian American,Law,New York,0
female,24,Asian-American,33,average,9,8,5,8,6,Asian-American,Biological Sciences/Chemistry/Physics,India,0
male,27,Caucasian American,23,below,3,4,5,5,2,Caucasian American,Biological Sciences/Chemistry/Physics,Colorado,0
female,25,Asian-American,24,sligthly_above,7,7,5,5,3,Asian-American,Political Science/International Affairs,"Tokyo, Japan",0
male,28,Hispanic American,22,average,4,5,5,6,5,Caucasian American,Business/Econ/Finance,Northern New Jersey,0
female,30,Hispanic American,25,average,9,9,9,8,8,Caucasian American,Fine Arts/Arts Administration,Mexico,0
female,23,Caucasian American,25,above,8,7,7,7,8,Asian-American,Social Work,California,0
male,32,Other,25,average,7,7,7,7,6,Other,Fine Arts/Arts Administration,Miami,0
male,30,Caucasian American,22,average,7,7,5,5,5,Asian-American,Business/Econ/Finance,Germany,0
female,22,Caucasian American,29,sligthly_above,8,9,7,8,5,Caucasian American,History/Religion/Philosophy,"Boulder, Colorado",0
female,28,Hispanic American,24,average,5,5,5,4,4,Other,Political Science/International Affairs,Mexico,0
female,33,Asian-American,28,below,3,6,2,6,2,Asian-American,"Social Science, Psychologist",Japan,0
female,23,Asian-American,27,average,7,8,7,8,5,Caucasian American,Law,MD,0
male,32,Other,21,average,7,7,6,8,6,Caucasian American,Political Science/International Affairs,"New Delhi, India",0
female,21,Caucasian American,21,sligthly_above,7,7,7,8,6,Caucasian American,Political Science/International Affairs,France,0
female,23,Asian-American,32,average,6,6,7,8,2,Caucasian American,Biological Sciences/Chemistry/Physics,Toronto,0
male,23,Caucasian American,29,average,5,3,4,1,2,Asian-American,History/Religion/Philosophy,new york,0
male,30,Caucasian American,26,slightly_below,3,5,1,2,1,Caucasian American,Business/Econ/Finance,Italy,0
male,22,Caucasian American,27,average,8,7,5,5,5,Asian-American,Math,Russia,0
female,22,African American,25,average,8,8,3,7,1,Caucasian American,Law,New Jersey,0
male,25,Caucasian American,23,average,10,8,4,8,2,Caucasian American,Business/Econ/Finance,Milan - Italy,0
male,22,Asian-American,29,average,9,10,8,9,8,Caucasian American,Business/Econ/Finance,India,0
female,26,Hispanic American,27,sligthly_above,7,6,5,5,4,African American,Law,"Albuquerque, NM",0
female,55,Asian-American,27,average,7,6,6,5,7,Other,English/Creative Writing/Journalism,"Santa Barbara, California",0
male,23,Asian-American,23,average,2,6,5,2,3,Asian-American,Engineering,Indonesia,0
female,26,Asian-American,29,average,7,8,6,7,7,Caucasian American,Engineering,India/Venezuela,0
female,27,Asian-American,27,sligthly_above,8,8,8,8,8,Caucasian American,"Education, Academia","atlanta, ga",0
female,21,Caucasian American,27,below,8,6,4,7,2,Caucasian American,"Social Science, Psychologist",Long Island,0
male,34,Caucasian American,27,sligthly_above,9,10,6,8,5,Asian-American,Biological Sciences/Chemistry/Physics,Israel,0
male,26,Caucasian American,27,average,7,6,6,5,7,Caucasian American,"Education, Academia",Minnesota,0
male,27,Caucasian American,27,average,8,10,7,7,5,Asian-American,Business/Econ/Finance,Australia,0
male,28,Caucasian American,22,average,8,8,4,6,2,Asian-American,Engineering,"Dallas, Texas",0
female,23,Caucasian American,21,above,8,8,10,9,6,Caucasian American,Social Work,Florida,0
male,30,Caucasian American,35,average,6,6,6,7,6,Asian-American,Business/Econ/Finance,France,0
female,24,Caucasian American,24,average,8,8,8,8,8,Hispanic American,"Education, Academia",I am from NYC,0
male,27,Caucasian American,30,slightly_below,6,6,6,7,2,Caucasian American,Business/Econ/Finance,San Francisco,0
male,29,Caucasian American,26,average,8,8,6,5,7,Asian-American,Biological Sciences/Chemistry/Physics,czech republic,0
male,27,Asian-American,21,average,10,10,10,10,10,Caucasian American,Business/Econ/Finance,Minneapolis,0
male,23,Caucasian American,22,sligthly_above,7,6,6,6,5,Caucasian American,Engineering,France,0
female,23,Caucasian American,22,above,10,10,10,10,10,Asian-American,Law,Texas,0
female,25,Hispanic American,32,average,7,7,6,8,6,Hispanic American,Engineering,California,0
female,22,Caucasian American,32,sligthly_above,10,8,8,8,4,Caucasian American,English/Creative Writing/Journalism,"Buffalo, NY",0
female,35,Caucasian American,29,average,7,7,5,5,5,Caucasian American,"Social Science, Psychologist","Buffalo, NY",0
female,23,Caucasian American,30,average,6,7,8,10,1,Caucasian American,"Social Science, Psychologist",New York,0
male,22,Caucasian American,23,sligthly_above,7,5,7,5,7,Caucasian American,Undergrad/undecided,Israel,0
female,26,Asian-American,21,average,6,7,5,6,5,Caucasian American,Biological Sciences/Chemistry/Physics,Taiwan,0
male,26,Asian-American,29,slightly_below,5,8,1,9,1,Hispanic American,Engineering,California,0
female,25,Other,27,sligthly_above,7,7,6,8,6,Caucasian American,Law,California,0
female,28,Asian-American,27,average,5,6,6,7,3,Asian-American,Business/Econ/Finance,Cleveland,0
female,25,Caucasian American,31,average,5,5,5,5,5,Caucasian American,"Social Science, Psychologist",New Jersey,0
female,30,Asian-American,29,average,7,7,4,7,2,Caucasian American,"Education, Academia",Hong Kong,0
female,23,Caucasian American,24,sligthly_above,6,6,9,8,4,Caucasian American,Fine Arts/Arts Administration,San Diego,0
female,22,Caucasian American,28,average,7,7,6,6,6,Caucasian American,Political Science/International Affairs,"San Diego, CA",0
male,27,Caucasian American,23,slightly_below,1,1,1,1,1,Caucasian American,Math,Germany,0
female,25,Hispanic American,29,average,7,7,7,6,5,Hispanic American,Engineering,California,0
female,23,Caucasian American,21,above,10,10,11,10,10,Caucasian American,Law,California,0
female,22,African American,27,average,4,4,4,4,4,Asian-American,Law,New Jersey,0
female,24,Caucasian American,32,sligthly_above,8,7,9,6,7,Hispanic American,Other,Texas/London,0
male,27,Asian-American,23,average,7,6,6,5,6,Caucasian American,Biological Sciences/Chemistry/Physics,New Jersey,0
male,24,Hispanic American,23,average,5,5,5,5,4,Asian-American,"Social Science, Psychologist",Mexico,0
male,23,African American,27,sligthly_above,8,7,9,7,5,Asian-American,Law,California,0
female,25,Hispanic American,28,sligthly_above,10,10,10,7,8,Caucasian American,Engineering,California,0
female,24,Caucasian American,28,average,10,10,8,10,7,Caucasian American,Biological Sciences/Chemistry/Physics,Brooklyn,0
male,33,Other,34,below,7,8,4,3,2,Caucasian American,Business/Econ/Finance,Chile,0
female,28,African American,28,sligthly_above,9,6,4,6,4,Caucasian American,Political Science/International Affairs,New York,0
female,25,Asian-American,25,above,10,10,9,9,10,Other,History/Religion/Philosophy,"Taipei, Taiwan",0
male,28,Caucasian American,27,sligthly_above,6,9,8,9,9,Asian-American,Business/Econ/Finance,New York,0
male,26,Caucasian American,23,sligthly_above,8,10,7,9,7,Caucasian American,Biological Sciences/Chemistry/Physics,Houston,0
female,21,Caucasian American,30,average,7,8,6,7,4,Caucasian American,"Social Science, Psychologist",Long Island,0
female,24,Hispanic American,21,average,6,6,6,7,5,Caucasian American,Law,Los Angeles,0
female,31,African American,23,sligthly_above,8,8,5,7,5,Caucasian American,Business/Econ/Finance,Cameroon,0
female,25,Caucasian American,34,below,3,8,5,7,8,Caucasian American,Biological Sciences/Chemistry/Physics,Texas,0
female,25,Hispanic American,30,above,7,7,7,7,6,Caucasian American,Engineering,California,0
female,28,Caucasian American,22,average,7,7,6,5,4,Caucasian American,Social Work,"Hastings-on-Hudson, NY",0
male,25,Asian-American,26,slightly_below,8,8,2,8,2,Caucasian American,Engineering,"BEIJING, CHINA",0
male,26,Caucasian American,24,above,9,8,7,9,7,Caucasian American,"Education, Academia",Minnesota,0
male,28,Caucasian American,30,below,10,10,5,10,10,Caucasian American,History/Religion/Philosophy,Wash DC (4 yrs),0
female,25,Caucasian American,25,above,10,10,10,10,10,Other,Business/Econ/Finance,New York,0
female,25,Caucasian American,24,average,7,7,5,5,3,Asian-American,Business/Econ/Finance,New York,0
female,25,Caucasian American,32,sligthly_above,7,7,5,4,4,Other,Political Science/International Affairs,California,0
female,22,Caucasian American,32,average,6,8,7,8,3,Caucasian American,History/Religion/Philosophy,"Boulder, Colorado",0
female,28,Caucasian American,23,sligthly_above,7,7,7,7,7,African American,Languages,new york city,0
female,21,Asian-American,27,average,9,7,6,5,6,Caucasian American,"Education, Academia",CALIFORNIA,0
female,55,Asian-American,33,average,10,6,9,4,6,Asian-American,English/Creative Writing/Journalism,"Santa Barbara, California",0
male,29,Caucasian American,23,below,4,6,6,7,3,Caucasian American,Biological Sciences/Chemistry/Physics,"Brooklyn, NY",0
male,31,Caucasian American,23,slightly_below,0,0,0,0,0,Caucasian American,Business/Econ/Finance,"Atlanta, GA",0
male,27,Caucasian American,28,average,8,8,5,7,8,Caucasian American,History/Religion/Philosophy,Los Angeles,0
female,28,African American,26,average,5,6,5,8,5,Asian-American,Political Science/International Affairs,New York,0
female,28,Caucasian American,25,average,9,10,7,8,7,Caucasian American,History/Religion/Philosophy,"Tuscaloosa, Alabama",0
female,28,Caucasian American,24,average,5,4,5,4,4,Caucasian American,Political Science/International Affairs,Bulgaria,0
male,23,Caucasian American,22,above,8,8,10,9,9,Caucasian American,Business/Econ/Finance,Pittsburgh,0
male,20,Asian-American,24,above,10,8,10,9,8,Caucasian American,Political Science/International Affairs,Philippines,0
female,25,Other,27,average,8,8,7,6,6,Asian-American,"Education, Academia",Seattle,0
male,28,Caucasian American,25,average,7,6,4,5,4,Asian-American,Political Science/International Affairs,California,0
male,27,Caucasian American,24,average,8,8,7,8,6,Caucasian American,Business/Econ/Finance,"Austin, TX",0
female,23,Caucasian American,32,average,5,7,5,8,2,Caucasian American,Social Work,New York,0
male,25,African American,26,average,6,6,6,6,6,Asian-American,Law,Texas,0
female,24,Caucasian American,26,sligthly_above,7,7,5,6,5,Caucasian American,Political Science/International Affairs,california,0
male,27,African American,23,below,7,5,3,5,2,Caucasian American,English/Creative Writing/Journalism,"St. Louis, MO",0
female,29,Caucasian American,26,average,7,6,4,5,5,Caucasian American,Biological Sciences/Chemistry/Physics,Atlanta,0
female,22,Caucasian American,25,average,8,7,4,6,6,Asian-American,"Social Science, Psychologist",Manhattan,0
male,26,Caucasian American,23,sligthly_above,10,10,8,10,7,Caucasian American,Business/Econ/Finance,"Woburn, MA",0
male,29,Asian-American,33,sligthly_above,7,8,8,8,6,Caucasian American,Business/Econ/Finance,New York,0
female,27,Caucasian American,33,average,8,7,4,8,8,Other,Fine Arts/Arts Administration,Wisconsin,0
female,23,Caucasian American,26,sligthly_above,4,4,9,8,8,Caucasian American,Social Work,New York,0
male,24,Caucasian American,23,sligthly_above,10,10,5,10,8,Caucasian American,Engineering,Spain,0
male,27,Hispanic American,27,average,7,8,9,7,8,Caucasian American,Political Science/International Affairs,New York,0
female,25,Asian-American,30,sligthly_above,6,7,6,6,3,Hispanic American,History/Religion/Philosophy,"Taipei, Taiwan",0
female,26,Caucasian American,31,average,7,6,7,6,6,Caucasian American,Business/Econ/Finance,Texas & Boston,0
female,26,Asian-American,32,sligthly_above,7,8,7,7,4,Caucasian American,Business/Econ/Finance,New York,0
male,30,African American,26,average,10,10,7,10,5,Caucasian American,Political Science/International Affairs,New York City,0
male,29,Other,22,average,6,6,5,5,6,Asian-American,Business/Econ/Finance,"Ottawa, Canada",0
