"age","workclass","educatoin_num","marital_status","occupation","race","sex","hours_per_week","income"
20,"Private",10,"Single","Sales","White","Male",40,"<=50K"
18,"Private",10,"Single","Sales","White","Female",15,"<=50K"
32,"Private",13,"Married","Sales","White","Male",40,"<=50K"
38,"Private",14,"Married","White-Collar","White","Male",60,">50K"
23,"Government",10,"Single","Service","White","Male",40,"<=50K"
28,"Private",13,"Married","White-Collar","White","Male",45,">50K"
40,"Government",15,"Married","Professional","White","Male",38,">50K"
35,"Private",9,"Divorced","Blue-Collar","White","Female",40,"<=50K"
74,"Self-Employed",10,"Widowed","White-Collar","White","Male",40,"<=50K"
28,"Private",9,"Single","Blue-Collar","White","Male",40,"<=50K"
23,"Private",10,"Single","Blue-Collar","White","Male",30,"<=50K"
20,"Self-Employed",10,"Single","Blue-Collar","White","Male",10,"<=50K"
44,"Private",9,"Divorced","Blue-Collar","Black","Female",56,"<=50K"
46,"Government",9,"Divorced","White-Collar","White","Female",25,"<=50K"
20,"?",10,"Single","?","White","Male",40,"<=50K"
51,"Self-Employed",13,"Married","Sales","White","Male",50,">50K"
40,"Private",10,"Separated","White-Collar","White","Female",40,"<=50K"
48,"Private",15,"Married","Service","White","Male",40,">50K"
60,"Self-Employed",5,"Married","Blue-Collar","White","Male",84,"<=50K"
48,"Self-Employed",13,"Married","White-Collar","White","Male",40,">50K"
46,"Government",13,"Married","Professional","White","Female",70,"<=50K"
48,"Self-Employed",13,"Married","White-Collar","White","Male",40,">50K"
22,"?",9,"Single","?","Black","Female",35,"<=50K"
24,"Government",13,"Single","Professional","White","Female",40,"<=50K"
45,"Government",10,"Divorced","Professional","White","Female",40,"<=50K"
18,"Private",8,"Single","Sales","White","Female",35,"<=50K"
39,"Private",9,"Married","Blue-Collar","White","Male",40,"<=50K"
65,"Self-Employed",9,"Married","Blue-Collar","White","Male",65,"<=50K"
22,"Private",10,"Divorced","Blue-Collar","White","Female",40,"<=50K"
20,"Private",10,"Single","Service","White","Female",20,"<=50K"
28,"Private",10,"Married","Sales","White","Male",40,"<=50K"
46,"Private",15,"Married","Professional","White","Male",50,">50K"
42,"Government",13,"Married","White-Collar","White","Male",48,">50K"
61,"Government",16,"Married","Professional","White","Male",40,">50K"
28,"Private",10,"Married","White-Collar","White","Male",50,">50K"
18,"Private",10,"Single","Sales","White","Female",20,"<=50K"
24,"Government",13,"Single","Professional","Asian-Pac-Islander","Male",40,"<=50K"
45,"Private",16,"Married","Professional","White","Male",56,">50K"
24,"Private",9,"Single","White-Collar","White","Male",40,"<=50K"
44,"Private",13,"Married","White-Collar","White","Male",50,">50K"
20,"Private",10,"Single","Service","White","Male",30,"<=50K"
35,"Private",10,"Married","Service","White","Male",55,"<=50K"
52,"Self-Employed",13,"Married","Sales","White","Male",60,"<=50K"
25,"Private",12,"Single","Blue-Collar","White","Male",45,"<=50K"
19,"Private",3,"Single","Blue-Collar","White","Male",36,"<=50K"
35,"?",13,"Married","?","White","Male",20,"<=50K"
54,"Private",10,"Divorced","White-Collar","White","Female",40,"<=50K"
21,"Private",10,"Single","Blue-Collar","White","Male",40,"<=50K"
26,"Private",9,"Married","White-Collar","White","Female",40,">50K"
42,"Private",11,"Divorced","White-Collar","White","Female",40,"<=50K"
19,"Private",10,"Single","White-Collar","White","Female",40,"<=50K"
55,"Private",14,"Married","White-Collar","White","Male",50,">50K"
44,"Government",9,"Married","White-Collar","White","Male",40,"<=50K"
25,"Private",13,"Single","White-Collar","White","Male",55,"<=50K"
26,"Private",10,"Married","Blue-Collar","White","Male",40,"<=50K"
64,"Government",12,"Separated","Professional","White","Female",40,">50K"
41,"Private",7,"Divorced","Service","Other","Female",40,"<=50K"
25,"?",10,"Single","?","Black","Male",40,"<=50K"
43,"Private",10,"Married","Blue-Collar","White","Male",40,"<=50K"
45,"Private",9,"Single","Blue-Collar","White","Male",48,">50K"
48,"Government",13,"Married","Professional","White","Male",44,">50K"
60,"Private",9,"Married","Blue-Collar","White","Male",40,"<=50K"
45,"Self-Employed",10,"Single","Blue-Collar","White","Male",50,"<=50K"
51,"Private",6,"Married","Sales","White","Male",40,">50K"
37,"Government",9,"Divorced","White-Collar","White","Female",40,"<=50K"
22,"Private",10,"Single","White-Collar","White","Male",30,"<=50K"
44,"Private",9,"Married","Blue-Collar","White","Male",65,">50K"
27,"Private",9,"Married","Blue-Collar","White","Male",50,"<=50K"
47,"Government",9,"Married","Blue-Collar","White","Male",40,"<=50K"
32,"Private",14,"Married","White-Collar","Black","Male",40,">50K"
40,"Private",13,"Married","White-Collar","White","Male",50,">50K"
41,"Private",9,"Married","Sales","White","Male",40,"<=50K"
32,"?",6,"Divorced","?","White","Female",40,"<=50K"
26,"Private",13,"Single","Professional","White","Female",40,"<=50K"
47,"Private",10,"Married","White-Collar","Asian-Pac-Islander","Male",40,"<=50K"
55,"Self-Employed",9,"Married","White-Collar","White","Male",45,"<=50K"
38,"Private",9,"Married","Blue-Collar","White","Male",40,"<=50K"
24,"Government",13,"Single","Professional","White","Male",15,"<=50K"
64,"Self-Employed",16,"Married","White-Collar","White","Male",25,">50K"
56,"Government",13,"Married","Professional","White","Male",40,">50K"
41,"Private",9,"Married","Sales","White","Male",49,">50K"
33,"Private",9,"Married","Sales","White","Male",45,">50K"
33,"Private",15,"Single","Professional","White","Male",42,">50K"
21,"Private",10,"Married","Service","White","Male",40,"<=50K"
59,"Government",9,"Widowed","Blue-Collar","Black","Male",40,"<=50K"
58,"Private",11,"Married","White-Collar","White","Male",40,">50K"
43,"Government",14,"Divorced","Professional","White","Male",40,"<=50K"
21,"Private",9,"Single","Blue-Collar","Black","Male",40,"<=50K"
45,"Private",9,"Single","Blue-Collar","White","Male",40,"<=50K"
53,"Government",9,"Married","White-Collar","White","Female",50,">50K"
41,"Private",15,"Married","White-Collar","White","Male",50,">50K"
27,"Private",6,"Married","White-Collar","White","Female",40,"<=50K"
53,"Private",10,"Married","Blue-Collar","White","Male",50,">50K"
38,"Private",14,"Married","Professional","White","Male",35,">50K"
31,"Private",13,"Married","White-Collar","White","Male",70,">50K"
41,"Private",9,"Married","Blue-Collar","White","Male",35,"<=50K"
22,"Government",10,"Single","White-Collar","White","Female",40,"<=50K"
43,"Self-Employed",14,"Married","Sales","White","Male",60,"<=50K"
41,"Government",10,"Single","Professional","White","Male",40,"<=50K"
27,"Private",10,"Married","Blue-Collar","White","Female",35,"<=50K"
41,"Government",10,"Married","White-Collar","White","Male",40,"<=50K"
36,"Private",15,"Divorced","Professional","White","Male",45,">50K"
49,"Private",13,"Married","White-Collar","White","Female",40,">50K"
20,"Private",9,"Single","Blue-Collar","White","Male",45,"<=50K"
58,"Self-Employed",9,"Married","Service","White","Female",45,"<=50K"
35,"Self-Employed",8,"Single","Service","Black","Female",40,"<=50K"
30,"Government",9,"Married","Service","White","Male",40,">50K"
21,"Private",9,"Single","Blue-Collar","White","Male",40,"<=50K"
29,"Private",12,"Single","Blue-Collar","White","Male",45,"<=50K"
40,"Private",9,"Widowed","Sales","White","Female",40,"<=50K"
54,"Government",13,"Single","Professional","Asian-Pac-Islander","Female",40,">50K"
35,"Private",13,"Married","Sales","White","Male",60,">50K"
35,"Private",13,"Married","Sales","White","Male",50,"<=50K"
40,"Private",13,"Married","Service","White","Female",40,"<=50K"
59,"Private",9,"Separated","Sales","Black","Female",40,"<=50K"
43,"Self-Employed",10,"Married","Blue-Collar","White","Male",50,"<=50K"
39,"Private",6,"Married","Blue-Collar","White","Male",60,">50K"
51,"Private",4,"Separated","Blue-Collar","Black","Female",30,"<=50K"
71,"Private",10,"Single","Service","White","Female",60,"<=50K"
33,"Private",8,"Divorced","Blue-Collar","Black","Female",40,"<=50K"
28,"Private",9,"Divorced","Service","Black","Male",35,"<=50K"
30,"Private",9,"Married","Sales","White","Male",40,"<=50K"
20,"Private",3,"Married","Blue-Collar","White","Male",40,"<=50K"
51,"Self-Employed",9,"Married","Sales","White","Male",50,"<=50K"
39,"Private",9,"Married","Blue-Collar","White","Female",40,">50K"
62,"Private",10,"Married","Sales","Asian-Pac-Islander","Male",40,">50K"
37,"Private",9,"Single","White-Collar","White","Male",60,"<=50K"
28,"Private",5,"Single","Blue-Collar","White","Male",50,"<=50K"
23,"Private",9,"Single","Sales","Asian-Pac-Islander","Male",48,"<=50K"
39,"Private",13,"Married","Sales","White","Female",30,"<=50K"
50,"Self-Employed",13,"Widowed","Sales","White","Male",65,">50K"
31,"Private",4,"Single","Blue-Collar","White","Male",40,"<=50K"
45,"Government",13,"Married","White-Collar","White","Male",50,">50K"
23,"?",13,"Single","?","Other","Male",40,"<=50K"
47,"Private",6,"Widowed","Blue-Collar","White","Male",40,"<=50K"
59,"Private",9,"Widowed","Professional","White","Female",18,"<=50K"
32,"Private",12,"Married","Blue-Collar","White","Male",40,"<=50K"
82,"?",4,"Widowed","?","White","Male",5,"<=50K"
49,"Private",13,"Married","Sales","White","Male",55,">50K"
74,"Government",9,"Widowed","Service","White","Male",17,"<=50K"
22,"Private",10,"Single","White-Collar","White","Male",35,"<=50K"
32,"Private",10,"Married","Blue-Collar","White","Male",55,"<=50K"
34,"Private",13,"Married","Blue-Collar","White","Male",50,">50K"
59,"Private",13,"Married","Blue-Collar","White","Male",60,">50K"
36,"Private",13,"Married","Sales","White","Male",50,">50K"
59,"Private",7,"Divorced","White-Collar","White","Female",40,"<=50K"
47,"Self-Employed",13,"Divorced","White-Collar","White","Male",70,">50K"
53,"Government",9,"Married","Service","White","Male",45,"<=50K"
25,"Self-Employed",10,"Single","Blue-Collar","White","Male",35,"<=50K"
44,"Private",13,"Divorced","White-Collar","Black","Male",65,"<=50K"
57,"Self-Employed",15,"Married","Sales","White","Female",35,">50K"
42,"Self-Employed",13,"Married","Blue-Collar","White","Male",80,">50K"
58,"Government",6,"Married","Blue-Collar","White","Male",40,"<=50K"
39,"Private",13,"Married","Sales","White","Male",40,"<=50K"
32,"?",9,"Single","?","Black","Male",40,"<=50K"
45,"Private",4,"Divorced","Blue-Collar","White","Male",48,"<=50K"
47,"Private",13,"Married","White-Collar","Black","Female",35,">50K"
52,"?",10,"Married","?","White","Male",50,"<=50K"
56,"Self-Employed",2,"Separated","White-Collar","White","Male",25,"<=50K"
52,"Private",9,"Divorced","Blue-Collar","White","Female",40,"<=50K"
34,"Private",9,"Single","Service","Black","Female",35,"<=50K"
36,"Self-Employed",4,"Married","Blue-Collar","White","Male",35,"<=50K"
41,"Private",9,"Married","Blue-Collar","White","Male",40,"<=50K"
30,"Private",10,"Single","Professional","White","Male",40,"<=50K"
44,"Private",13,"Married","White-Collar","Other","Male",40,"<=50K"
17,"?",10,"Single","?","Asian-Pac-Islander","Female",40,"<=50K"
34,"Private",10,"Single","Service","White","Female",40,"<=50K"
41,"Private",10,"Separated","Service","Black","Male",40,"<=50K"
29,"Private",9,"Single","Blue-Collar","White","Male",40,"<=50K"
25,"Private",5,"Single","Blue-Collar","White","Male",48,"<=50K"
42,"Government",13,"Separated","Professional","White","Male",40,"<=50K"
48,"Private",10,"Married","Sales","White","Male",40,">50K"
26,"Private",11,"Single","Sales","White","Male",55,"<=50K"
64,"Self-Employed",9,"Married","White-Collar","White","Female",40,">50K"
46,"Self-Employed",13,"Married","Sales","White","Male",45,"<=50K"
38,"Private",13,"Married","White-Collar","White","Male",50,">50K"
49,"Government",7,"Married","White-Collar","White","Male",40,"<=50K"
23,"Private",10,"Single","Sales","Black","Female",20,"<=50K"
46,"Government",13,"Single","Professional","White","Female",40,">50K"
30,"Private",9,"Single","Blue-Collar","White","Male",55,"<=50K"
49,"Self-Employed",9,"Married","Blue-Collar","White","Male",40,">50K"
47,"?",11,"Divorced","?","White","Male",40,"<=50K"
44,"Private",13,"Married","Professional","White","Male",50,">50K"
31,"Private",9,"Divorced","Blue-Collar","White","Male",50,"<=50K"
19,"Private",9,"Single","Blue-Collar","White","Male",50,"<=50K"
45,"Private",12,"Divorced","Professional","White","Female",38,"<=50K"
34,"Private",13,"Married","Professional","White","Male",40,">50K"
26,"Private",9,"Single","Blue-Collar","White","Male",40,"<=50K"
38,"Self-Employed",9,"Married","Blue-Collar","White","Male",40,">50K"
31,"Private",10,"Single","White-Collar","White","Female",43,"<=50K"
36,"Self-Employed",12,"Separated","White-Collar","White","Male",50,"<=50K"
31,"Private",13,"Married","White-Collar","White","Male",60,">50K"
30,"Private",13,"Married","Service","White","Male",40,"<=50K"
37,"Private",9,"Married","Professional","White","Male",40,">50K"
30,"Private",13,"Single","Professional","Black","Male",50,">50K"
21,"?",9,"Married","?","Black","Female",30,"<=50K"
73,"Private",6,"Widowed","Service","White","Female",10,"<=50K"
38,"Government",14,"Married","White-Collar","White","Male",40,">50K"
30,"Private",6,"Single","Blue-Collar","White","Male",50,"<=50K"
33,"Private",9,"Married","Blue-Collar","White","Male",50,">50K"
52,"Government",13,"Married","Professional","White","Male",40,">50K"
58,"Private",10,"Divorced","White-Collar","White","Female",46,"<=50K"
34,"Government",14,"Single","Professional","White","Female",50,"<=50K"
35,"Private",9,"Married","Blue-Collar","White","Male",40,"<=50K"
59,"Government",9,"Married","Blue-Collar","White","Male",40,">50K"
45,"Private",13,"Divorced","White-Collar","White","Female",40,"<=50K"
27,"Private",10,"Single","Blue-Collar","White","Male",48,"<=50K"
31,"Government",16,"Single","Professional","White","Male",50,">50K"
45,"Private",10,"Single","Blue-Collar","White","Male",50,"<=50K"
40,"Private",9,"Separated","Service","White","Female",25,"<=50K"
27,"Private",15,"Married","White-Collar","White","Male",40,"<=50K"
19,"Private",9,"Single","Service","White","Male",20,"<=50K"
29,"Private",3,"Single","Service","White","Male",25,"<=50K"
34,"Self-Employed",10,"Married","Blue-Collar","White","Male",72,"<=50K"
32,"Government",12,"Married","Blue-Collar","White","Male",40,"<=50K"
49,"Private",7,"Married","Blue-Collar","White","Male",40,"<=50K"
33,"Private",7,"Divorced","White-Collar","White","Female",40,">50K"
74,"?",4,"Married","?","White","Male",2,"<=50K"
62,"Private",13,"Married","Professional","White","Male",50,">50K"
39,"Self-Employed",9,"Married","White-Collar","White","Male",40,"<=50K"
43,"Private",9,"Divorced","White-Collar","White","Female",40,"<=50K"
22,"Private",10,"Single","Service","White","Female",60,"<=50K"
24,"Private",9,"Married","Blue-Collar","White","Male",45,"<=50K"
76,"?",9,"Married","?","White","Male",40,">50K"
25,"Private",10,"Single","Service","Black","Female",40,"<=50K"
19,"Private",10,"Single","Sales","White","Female",28,"<=50K"
31,"Private",12,"Divorced","White-Collar","White","Female",41,"<=50K"
53,"Private",7,"Divorced","Blue-Collar","White","Female",40,"<=50K"
61,"Private",9,"Married","White-Collar","White","Male",3,"<=50K"
47,"Private",13,"Married","Service","White","Male",40,"<=50K"
37,"Private",9,"Divorced","White-Collar","White","Female",45,"<=50K"
50,"Self-Employed",13,"Divorced","White-Collar","White","Male",30,"<=50K"
27,"Private",10,"Single","Sales","White","Male",44,"<=50K"
58,"Private",9,"Divorced","White-Collar","White","Female",40,"<=50K"
43,"Private",9,"Married","Blue-Collar","Black","Male",40,"<=50K"
39,"Private",12,"Married","White-Collar","White","Male",40,"<=50K"
36,"Private",10,"Single","Sales","White","Female",35,"<=50K"
56,"Private",13,"Married","Professional","White","Male",50,"<=50K"
26,"Private",9,"Married","Blue-Collar","White","Male",55,"<=50K"
23,"Private",13,"Single","Professional","White","Female",38,"<=50K"
47,"Private",7,"Single","Blue-Collar","Black","Male",40,"<=50K"
68,"Private",8,"Widowed","Sales","White","Female",30,"<=50K"
47,"Government",10,"Single","Service","Black","Male",40,"<=50K"
45,"Government",10,"Married","Service","White","Male",40,">50K"
26,"Private",10,"Married","White-Collar","White","Male",60,"<=50K"
20,"Private",9,"Single","Blue-Collar","White","Male",40,"<=50K"
46,"Private",10,"Single","White-Collar","White","Female",40,"<=50K"
37,"Private",12,"Married","Service","White","Male",50,">50K"
37,"Private",10,"Married","Blue-Collar","White","Male",45,"<=50K"
43,"Private",10,"Married","Blue-Collar","White","Male",42,"<=50K"
59,"Private",14,"Widowed","Professional","White","Female",40,"<=50K"
39,"Private",9,"Divorced","White-Collar","White","Female",40,"<=50K"
32,"Private",10,"Divorced","Blue-Collar","White","Female",54,"<=50K"
63,"Private",10,"Married","Professional","White","Male",16,"<=50K"
