gender,age,race,age_partner,attractiveness,sincerity,intelligence,funny,ambitious,shared_interests,race_partner,field_study,match
female,24,Other,31,above,10,9,10,8,8,Caucasian American,Political Science/International Affairs,1
female,23,Asian-American,23,average,7,7,6,7,4,Caucasian American,Political Science/International Affairs,0
female,23,Asian-American,26,below,7,5,6,5,4,Asian-American,Political Science/International Affairs,0
female,23,Asian-American,27,sligthly_above,8,8,8,8,7,Caucasian American,Political Science/International Affairs,0
female,23,Asian-American,26,below,7,6,3,5,3,Caucasian American,Political Science/International Affairs,0
female,23,Asian-American,24,below,7,5,3,4,2,Caucasian American,Political Science/International Affairs,0
female,23,Asian-American,26,below,6,5,5,5,3,Caucasian American,Political Science/International Affairs,0
female,23,Asian-American,25,sligthly_above,8,8,9,8,8,Other,Political Science/International Affairs,0
female,23,Asian-American,27,below,5,6,3,7,3,Asian-American,Political Science/International Affairs,0
female,23,Asian-American,27,average,7,8,5,6,2,Caucasian American,Political Science/International Affairs,0
female,23,Asian-American,28,average,8,8,3,4,5,Caucasian American,Political Science/International Affairs,0
female,23,Asian-American,32,average,6,6,5,6,5,Caucasian American,Political Science/International Affairs,0
female,23,Asian-American,28,average,5,6,2,3,4,Hispanic American,Political Science/International Affairs,0
female,23,Asian-American,23,below,7,6,3,6,3,Caucasian American,Political Science/International Affairs,0
female,23,Asian-American,26,below,3,5,4,4,2,Caucasian American,Political Science/International Affairs,0
female,23,Asian-American,24,average,9,7,3,8,4,Asian-American,Political Science/International Affairs,0
female,23,Asian-American,28,below,4,5,2,2,2,Caucasian American,Political Science/International Affairs,0
female,23,Asian-American,42,above,8,8,7,5,6,Caucasian American,Political Science/International Affairs,0
female,23,Asian-American,30,below,6,5,1,7,5,Hispanic American,Political Science/International Affairs,0
female,23,Asian-American,31,below,6,5,4,4,2,Caucasian American,Political Science/International Affairs,0
female,30,Caucasian American,23,sligthly_above,6,7,6,7,6,Caucasian American,History/Religion/Philosophy,0
female,30,Caucasian American,26,average,6,6,5,6,6,Asian-American,History/Religion/Philosophy,1
female,30,Caucasian American,27,sligthly_above,7,7,6,7,5,Caucasian American,History/Religion/Philosophy,0
female,30,Caucasian American,26,above,6,7,5,6,7,Caucasian American,History/Religion/Philosophy,1
female,30,Caucasian American,24,average,4,6,6,6,5,Caucasian American,History/Religion/Philosophy,0
female,30,Caucasian American,26,average,6,6,6,5,5,Caucasian American,History/Religion/Philosophy,1
female,30,Caucasian American,25,sligthly_above,6,7,6,7,2,Other,History/Religion/Philosophy,0
female,30,Caucasian American,27,sligthly_above,6,7,7,8,3,Asian-American,History/Religion/Philosophy,1
female,30,Caucasian American,27,above,7,9,8,6,7,Caucasian American,History/Religion/Philosophy,0
female,30,Caucasian American,28,above,7,8,7,5,8,Caucasian American,History/Religion/Philosophy,0
female,30,Caucasian American,32,sligthly_above,5,5,5,5,5,Caucasian American,History/Religion/Philosophy,0
female,30,Caucasian American,28,average,6,8,5,5,5,Hispanic American,History/Religion/Philosophy,0
female,30,Caucasian American,23,sligthly_above,6,6,7,6,7,Caucasian American,History/Religion/Philosophy,1
female,30,Caucasian American,26,sligthly_above,8,8,8,8,8,Caucasian American,History/Religion/Philosophy,0
female,30,Caucasian American,24,average,6,7,4,7,4,Asian-American,History/Religion/Philosophy,0
female,30,Caucasian American,28,average,3,6,4,4,4,Caucasian American,History/Religion/Philosophy,0
female,30,Caucasian American,42,sligthly_above,6,6,5,5,6,Caucasian American,History/Religion/Philosophy,0
female,30,Caucasian American,30,above,4,6,6,6,7,Hispanic American,History/Religion/Philosophy,0
female,30,Caucasian American,31,average,5,6,6,6,6,Caucasian American,History/Religion/Philosophy,0
female,25,Caucasian American,23,above,5,6,7,6,5,Caucasian American,Business/Econ/Finance,0
female,25,Caucasian American,26,sligthly_above,7,7,8,6,6,Asian-American,Business/Econ/Finance,0
female,25,Caucasian American,27,sligthly_above,8,8,8,8,5,Caucasian American,Business/Econ/Finance,0
female,25,Caucasian American,26,sligthly_above,7,7,5,7,5,Caucasian American,Business/Econ/Finance,1
female,25,Caucasian American,24,sligthly_above,6,7,6,6,6,Caucasian American,Business/Econ/Finance,0
female,25,Caucasian American,26,sligthly_above,7,7,7,7,7,Caucasian American,Business/Econ/Finance,0
female,25,Caucasian American,25,above,9,9,8,9,10,Other,Business/Econ/Finance,0
female,25,Caucasian American,27,sligthly_above,6,7,7,6,5,Asian-American,Business/Econ/Finance,0
female,25,Caucasian American,27,sligthly_above,6,4,6,8,4,Caucasian American,Business/Econ/Finance,0
female,25,Caucasian American,32,above,6,6,7,6,5,Caucasian American,Business/Econ/Finance,1
female,25,Caucasian American,28,sligthly_above,7,8,6,9,8,Hispanic American,Business/Econ/Finance,0
female,25,Caucasian American,23,sligthly_above,7,8,7,7,7,Caucasian American,Business/Econ/Finance,0
female,25,Caucasian American,26,sligthly_above,7,8,7,8,8,Caucasian American,Business/Econ/Finance,0
female,25,Caucasian American,24,average,7,7,4,5,4,Asian-American,Business/Econ/Finance,0
female,25,Caucasian American,28,sligthly_above,8,6,6,6,3,Caucasian American,Business/Econ/Finance,1
female,25,Caucasian American,42,average,6,6,4,7,6,Caucasian American,Business/Econ/Finance,0
female,25,Caucasian American,30,sligthly_above,8,7,8,6,8,Hispanic American,Business/Econ/Finance,0
female,25,Caucasian American,31,sligthly_above,8,9,10,9,9,Caucasian American,Business/Econ/Finance,0
female,25,Caucasian American,23,above,7,8,6,8,6,Caucasian American,Business/Econ/Finance,0
female,25,Caucasian American,26,average,8,9,5,8,5,Asian-American,Business/Econ/Finance,0
female,25,Caucasian American,27,above,9,9,9,9,9,Caucasian American,Business/Econ/Finance,0
female,25,Caucasian American,26,average,7,6,5,4,5,Caucasian American,Business/Econ/Finance,0
female,25,Caucasian American,24,average,6,6,5,5,4,Caucasian American,Business/Econ/Finance,0
female,25,Caucasian American,26,average,8,6,5,5,6,Caucasian American,Business/Econ/Finance,0
female,25,Caucasian American,25,above,10,10,10,10,10,Other,Business/Econ/Finance,0
female,25,Caucasian American,27,sligthly_above,7,8,8,8,5,Asian-American,Business/Econ/Finance,0
female,25,Caucasian American,27,average,4,4,4,4,2,Caucasian American,Business/Econ/Finance,0
female,25,Caucasian American,28,sligthly_above,9,8,8,6,7,Caucasian American,Business/Econ/Finance,0
female,25,Caucasian American,32,average,6,7,6,6,5,Caucasian American,Business/Econ/Finance,0
female,25,Caucasian American,28,average,7,7,7,8,6,Hispanic American,Business/Econ/Finance,0
female,25,Caucasian American,23,average,7,7,7,5,6,Caucasian American,Business/Econ/Finance,0
female,25,Caucasian American,26,average,8,8,6,7,6,Caucasian American,Business/Econ/Finance,0
female,25,Caucasian American,24,average,7,7,5,5,3,Asian-American,Business/Econ/Finance,0
female,25,Caucasian American,28,average,8,7,5,5,5,Caucasian American,Business/Econ/Finance,0
female,25,Caucasian American,42,above,8,9,9,5,5,Caucasian American,Business/Econ/Finance,1
female,25,Caucasian American,30,average,6,6,5,7,8,Hispanic American,Business/Econ/Finance,0
female,25,Caucasian American,31,average,6,7,6,6,4,Caucasian American,Business/Econ/Finance,0
female,22,Caucasian American,23,above,8,9,9,9,6,Caucasian American,Math,0
female,22,Caucasian American,26,below,7,7,5,5,4,Asian-American,Math,0
female,22,Caucasian American,27,above,9,9,9,9,9,Caucasian American,Math,0
female,22,Caucasian American,26,average,7,9,6,8,7,Caucasian American,Math,1
female,22,Caucasian American,24,average,6,8,5,5,6,Caucasian American,Math,0
female,22,Caucasian American,26,average,7,7,5,5,5,Caucasian American,Math,0
female,22,Caucasian American,25,sligthly_above,8,8,8,8,8,Other,Math,0
female,22,Caucasian American,27,sligthly_above,8,8,7,7,3,Asian-American,Math,0
female,22,Caucasian American,27,average,4,7,7,8,2,Caucasian American,Math,0
female,22,Caucasian American,28,average,7,7,7,7,6,Caucasian American,Math,0
female,22,Caucasian American,32,sligthly_above,6,7,7,7,7,Caucasian American,Math,0
female,22,Caucasian American,28,average,6,7,2,5,3,Hispanic American,Math,0
female,22,Caucasian American,23,average,7,8,6,5,4,Caucasian American,Math,0
female,22,Caucasian American,26,average,6,7,4,5,4,Caucasian American,Math,0
female,22,Caucasian American,24,average,8,7,6,7,5,Asian-American,Math,0
female,22,Caucasian American,28,below,8,9,4,3,2,Caucasian American,Math,0
female,22,Caucasian American,42,sligthly_above,6,7,5,5,3,Caucasian American,Math,0
female,22,Caucasian American,30,average,6,7,4,6,4,Hispanic American,Math,0
female,22,Caucasian American,31,average,7,7,7,7,6,Caucasian American,Math,0
female,22,Caucasian American,23,above,8,9,8,7,6,Caucasian American,Math,0
female,22,Caucasian American,26,average,8,7,4,5,5,Asian-American,Math,0
female,22,Caucasian American,27,above,9,9,9,9,9,Caucasian American,Math,0
female,22,Caucasian American,26,average,8,9,6,9,8,Caucasian American,Math,0
female,22,Caucasian American,24,average,6,8,6,6,6,Caucasian American,Math,0
female,22,Caucasian American,26,sligthly_above,7,7,7,6,7,Caucasian American,Math,0
female,22,Caucasian American,25,above,9,9,8,8,9,Other,Math,0
female,22,Caucasian American,27,average,7,9,6,6,3,Asian-American,Math,0
female,22,Caucasian American,27,sligthly_above,5,6,7,6,3,Caucasian American,Math,0
female,22,Caucasian American,28,above,9,9,8,8,7,Caucasian American,Math,0
female,22,Caucasian American,32,average,8,8,5,5,5,Caucasian American,Math,0
female,22,Caucasian American,28,average,5,7,6,8,7,Hispanic American,Math,0
female,22,Caucasian American,23,average,8,8,7,5,5,Caucasian American,Math,0
female,22,Caucasian American,26,average,7,7,5,6,5,Caucasian American,Math,0
female,22,Caucasian American,24,average,7,7,5,5,8,Asian-American,Math,0
female,22,Caucasian American,28,average,6,9,3,1,2,Caucasian American,Math,0
female,22,Caucasian American,42,sligthly_above,7,8,7,5,4,Caucasian American,Math,0
female,22,Caucasian American,30,sligthly_above,8,8,5,5,6,Hispanic American,Math,0
female,22,Caucasian American,31,sligthly_above,8,8,8,7,5,Caucasian American,Math,0
female,26,Caucasian American,23,above,7,8,8,6,6,Caucasian American,Business/Econ/Finance,0
female,26,Caucasian American,26,average,7,7,7,6,6,Asian-American,Business/Econ/Finance,0
female,26,Caucasian American,27,sligthly_above,10,10,10,10,5,Caucasian American,Business/Econ/Finance,0
female,26,Caucasian American,26,average,6,7,7,7,5,Caucasian American,Business/Econ/Finance,0
female,26,Caucasian American,24,average,5,5,6,6,4,Caucasian American,Business/Econ/Finance,0
female,26,Caucasian American,26,average,6,8,6,7,5,Caucasian American,Business/Econ/Finance,0
female,26,Caucasian American,25,sligthly_above,8,8,8,10,7,Other,Business/Econ/Finance,0
female,26,Caucasian American,27,average,5,6,6,7,3,Asian-American,Business/Econ/Finance,0
female,26,Caucasian American,27,sligthly_above,6,2,2,8,3,Caucasian American,Business/Econ/Finance,0
female,26,Caucasian American,28,sligthly_above,8,8,8,7,2,Caucasian American,Business/Econ/Finance,0
female,26,Caucasian American,32,average,2,3,1,3,1,Caucasian American,Business/Econ/Finance,0
female,26,Caucasian American,28,sligthly_above,7,7,8,7,9,Hispanic American,Business/Econ/Finance,0
female,26,Caucasian American,23,below,3,5,7,6,6,Caucasian American,Business/Econ/Finance,0
female,26,Caucasian American,26,average,4,5,5,5,5,Caucasian American,Business/Econ/Finance,0
female,26,Caucasian American,24,average,7,5,5,4,4,Asian-American,Business/Econ/Finance,0
female,26,Caucasian American,28,below,5,8,5,8,6,Caucasian American,Business/Econ/Finance,0
female,26,Caucasian American,42,average,8,8,7,7,3,Caucasian American,Business/Econ/Finance,0
female,26,Caucasian American,30,average,3,6,7,10,6,Hispanic American,Business/Econ/Finance,0
female,26,Caucasian American,31,average,7,6,7,6,6,Caucasian American,Business/Econ/Finance,0
female,23,Caucasian American,23,above,9,8,8,6,6,Caucasian American,Biological Sciences/Chemistry/Physics,0
female,23,Caucasian American,26,average,8,8,3,6,2,Asian-American,Biological Sciences/Chemistry/Physics,0
female,23,Caucasian American,27,sligthly_above,8,7,8,7,5,Caucasian American,Biological Sciences/Chemistry/Physics,0
female,23,Caucasian American,26,average,6,5,4,5,5,Caucasian American,Biological Sciences/Chemistry/Physics,0
female,23,Caucasian American,24,average,6,7,6,6,7,Caucasian American,Biological Sciences/Chemistry/Physics,0
female,23,Caucasian American,26,sligthly_above,7,7,6,5,5,Caucasian American,Biological Sciences/Chemistry/Physics,0
female,23,Caucasian American,25,sligthly_above,10,10,10,10,10,Other,Biological Sciences/Chemistry/Physics,1
female,23,Caucasian American,27,average,5,7,6,6,3,Asian-American,Biological Sciences/Chemistry/Physics,1
female,23,Caucasian American,27,sligthly_above,5,6,8,2,4,Caucasian American,Biological Sciences/Chemistry/Physics,0
female,23,Caucasian American,28,sligthly_above,8,8,8,7,7,Caucasian American,Biological Sciences/Chemistry/Physics,0
female,23,Caucasian American,32,average,1,5,4,5,5,Caucasian American,Biological Sciences/Chemistry/Physics,0
female,23,Caucasian American,28,sligthly_above,4,5,3,7,4,Hispanic American,Biological Sciences/Chemistry/Physics,0
female,23,Caucasian American,23,below,7,7,2,6,3,Caucasian American,Biological Sciences/Chemistry/Physics,0
female,23,Caucasian American,26,below,5,6,5,5,3,Caucasian American,Biological Sciences/Chemistry/Physics,0
female,23,Caucasian American,24,average,7,7,4,7,6,Asian-American,Biological Sciences/Chemistry/Physics,0
female,23,Caucasian American,28,below,5,4,2,3,3,Caucasian American,Biological Sciences/Chemistry/Physics,0
female,23,Caucasian American,42,average,8,8,8,5,6,Caucasian American,Biological Sciences/Chemistry/Physics,0
female,23,Caucasian American,30,sligthly_above,6,8,6,6,4,Hispanic American,Biological Sciences/Chemistry/Physics,0
female,23,Caucasian American,31,sligthly_above,9,8,8,8,7,Caucasian American,Biological Sciences/Chemistry/Physics,0
female,31,African American,23,sligthly_above,8,8,5,7,5,Caucasian American,Business/Econ/Finance,0
female,31,African American,26,average,8,7,7,8,6,Asian-American,Business/Econ/Finance,0
female,31,African American,27,average,10,8,7,5,5,Caucasian American,Business/Econ/Finance,0
female,31,African American,26,below,7,7,5,5,4,Caucasian American,Business/Econ/Finance,0
female,31,African American,24,average,7,8,5,6,5,Caucasian American,Business/Econ/Finance,1
female,31,African American,26,average,6,6,5,5,6,Caucasian American,Business/Econ/Finance,0
female,31,African American,25,above,10,10,10,10,10,Other,Business/Econ/Finance,1
female,31,African American,27,average,6,7,7,7,5,Asian-American,Business/Econ/Finance,1
female,31,African American,27,average,5,6,2,5,4,Caucasian American,Business/Econ/Finance,0
female,31,African American,28,above,9,10,8,9,6,Caucasian American,Business/Econ/Finance,1
female,31,African American,32,average,7,8,8,8,9,Caucasian American,Business/Econ/Finance,1
female,31,African American,28,average,8,8,8,7,8,Hispanic American,Business/Econ/Finance,1
female,31,African American,23,average,8,8,7,8,5,Caucasian American,Business/Econ/Finance,0
female,31,African American,26,average,5,6,4,5,3,Caucasian American,Business/Econ/Finance,0
female,31,African American,24,sligthly_above,7,7,7,7,5,Asian-American,Business/Econ/Finance,0
female,31,African American,28,below,9,8,7,5,4,Caucasian American,Business/Econ/Finance,0
female,31,African American,42,average,8,9,8,7,7,Caucasian American,Business/Econ/Finance,1
female,31,African American,30,average,9,9,8,7,8,Hispanic American,Business/Econ/Finance,0
female,31,African American,31,average,7,6,5,6,5,Caucasian American,Business/Econ/Finance,0
female,23,Caucasian American,23,above,8,8,8,8,6,Caucasian American,Biological Sciences/Chemistry/Physics,0
female,23,Caucasian American,26,sligthly_above,7,4,9,4,5,Asian-American,Biological Sciences/Chemistry/Physics,0
female,23,Caucasian American,27,above,10,10,10,8,8,Caucasian American,Biological Sciences/Chemistry/Physics,0
